ID Venda,Data da Venda,ID Produto,ID Cliente,ID Vendedor,Custo Unitário,Valor Unitário,Quantidade
1250,2025-09-20,2,4,6,316.14,581.81,6
1251,2024-02-07,5,7,7,142.16,344.11,12
1252,2025-09-27,6,7,9,312.2,459.5,4
1253,2025-12-30,1,7,1,1274.52,1775.03,17
1254,2025-04-30,1,6,7,1135.7,1778.93,14
1255,2025-05-08,1,1,5,1100.85,1865.38,20
1256,2025-03-12,9,8,9,770.3,1415.22,10
1257,2025-07-05,9,8,5,857.19,1458.91,10
1258,2024-11-06,1,7,6,1188.57,1869.24,9
1259,2024-05-22,4,9,7,298.11,466.85,11
1260,2025-08-22,4,7,2,279.24,443.68,7
1261,2025-02-24,7,2,7,83.84,194.73,2
1262,2025-03-31,4,2,4,294.75,443.5,2
1263,2024-10-07,2,6,8,333.15,573.84,4
1264,2024-10-08,6,9,1,320.85,456.96,4
1265,2024-01-19,3,5,4,2273.95,4247.18,6
1266,2024-08-30,2,4,9,320.94,557.26,7
1267,2024-01-17,4,2,7,290.82,449.09,1
1268,2025-08-06,4,8,5,299.91,463.86,11
1269,2025-03-16,6,3,6,284.72,457.38,11
1270,2025-12-03,7,6,1,78.03,198.81,7
1271,2024-06-04,4,8,5,288.83,471.89,3
1272,2024-07-15,4,8,1,275.98,460.89,17
1273,2025-06-30,4,2,7,284.73,448.3,17
1274,2024-05-26,6,7,9,313.07,501.78,10
1275,2024-03-23,6,8,5,286.68,482.66,13
1276,2024-10-18,8,6,5,42.25,92.26,4
1277,2025-12-18,8,5,4,42.64,95.76,3
1278,2024-05-09,2,1,6,322.73,556.62,15
1279,2024-10-18,6,4,8,281.24,473.92,3
1280,2024-07-02,9,1,7,909.49,1373.21,20
1281,2024-12-24,7,9,9,78.65,195.74,18
1282,2024-02-07,8,5,7,48.17,93.08,4
1283,2024-12-29,2,6,2,336.58,572.87,12
1284,2025-09-10,9,1,8,800.14,1462.68,9
1285,2025-02-20,7,3,5,78.72,186.03,20
1286,2024-12-26,7,9,1,81.45,199.36,8
1287,2024-05-04,2,4,8,305.76,608.84,9
1288,2024-11-07,6,9,3,282.65,487.14,20
1289,2024-12-25,5,8,2,158.47,338.22,16
1290,2024-08-13,9,9,4,798.81,1447.14,13
1291,2025-09-08,2,8,6,338.65,601.46,5
1292,2025-06-14,8,8,4,47.59,99.2,10
1293,2024-01-18,7,2,8,86.84,184.44,17
1294,2025-10-30,1,3,3,1099.02,1836.45,11
1295,2025-05-07,2,8,9,335.53,582.49,20
1296,2024-10-27,9,9,4,776.9,1371.99,12
1297,2025-02-13,3,9,3,2681.79,4011.28,19
1298,2025-05-10,1,3,7,1296.24,1857.69,16
1299,2025-01-18,8,4,4,49.19,99.25,16
1300,2024-05-17,9,6,7,789.28,1457.51,15
1301,2024-11-04,8,3,4,45.92,95.88,13
1302,2025-06-28,5,5,6,150.88,361.36,10
1303,2024-12-29,8,5,1,42.25,93.39,2
1304,2025-09-14,6,5,2,287.98,461.17,13
1305,2024-05-24,2,3,6,320.01,578.59,3
1306,2024-11-02,2,7,4,340.54,605.28,14
1307,2024-10-28,9,5,2,815.05,1357.36,4
1308,2024-07-07,7,2,3,87.88,188.96,6
1309,2025-07-07,7,1,2,85.67,195.69,19
1310,2025-01-01,6,1,1,320.57,461.9,7
1311,2025-05-30,6,7,3,320.73,492.39,12
1312,2025-04-30,3,7,9,2424.16,4124.46,8
1313,2025-07-27,8,2,5,41.95,91.81,16
1314,2024-05-25,6,2,8,288.13,475.33,12
1315,2024-11-14,7,6,5,87.28,196.35,3
1316,2024-09-25,5,6,5,135.83,355.99,8
1317,2024-05-16,2,5,9,345.3,577.61,11
1318,2025-04-28,8,1,8,44.07,93.93,13
1319,2024-12-28,6,4,4,285.13,491.1,17
1320,2024-03-19,4,6,8,266.81,460.68,7
1321,2024-10-31,8,4,8,45.32,94.74,13
1322,2024-06-08,5,1,5,145.05,343.62,3
1323,2025-01-05,7,3,8,75.34,193.23,20
1324,2024-12-11,2,3,8,330.69,588.78,7
1325,2025-08-11,3,9,8,2388.32,3996.66,9
1326,2025-09-11,6,6,3,328.96,482.44,15
1327,2025-07-31,5,2,8,151.68,343.34,18
1328,2024-11-24,3,8,2,2638.46,4399.44,3
1329,2024-03-31,8,8,5,43.71,98.67,8
1330,2025-12-31,1,9,8,1140.98,1847.29,5
1331,2025-12-17,1,3,9,1304.12,1838.01,1
1332,2024-08-11,3,1,6,2315.2,4336.74,5
1333,2024-12-30,1,7,8,1179.48,1835.73,2
1334,2025-07-20,4,3,4,280.09,472.44,12
1335,2024-02-11,9,5,9,805.49,1446.77,2
1336,2025-11-22,8,5,8,46.77,94.62,18
1337,2025-06-08,7,1,6,87.69,188.99,20
1338,2025-02-21,9,5,3,782.81,1418.85,3
1339,2024-07-22,2,1,4,303.46,588.07,7
1340,2024-09-15,7,3,1,87.06,196.59,12
1341,2024-10-31,6,5,3,323.61,496.12,5
1342,2025-10-07,9,9,4,771.13,1392.23,9
1343,2024-03-26,8,6,4,44.32,93.11,15
1344,2024-06-29,6,3,5,270.61,500.53,6
1345,2024-08-07,5,3,4,160.0,341.15,4
1346,2024-12-08,9,4,5,805.11,1399.13,2
1347,2025-11-04,2,4,4,334.19,572.86,2
1348,2025-05-02,7,2,1,87.41,189.92,20
1349,2025-06-23,7,8,2,85.9,183.2,6
1350,2025-10-31,1,7,3,1171.13,1862.92,15
1351,2024-10-30,4,5,6,297.89,471.12,11
1352,2024-08-01,9,2,9,830.08,1447.36,20
1353,2024-04-27,4,7,3,262.19,457.73,19
1354,2024-02-25,4,4,2,283.28,461.1,12
1355,2024-07-02,4,2,8,267.65,461.55,15
1356,2024-11-17,1,2,3,1274.53,1883.78,14
1357,2025-01-20,2,7,9,312.83,560.76,20
1358,2024-08-18,1,6,1,1185.01,1807.18,19
1359,2024-11-11,1,4,1,1103.09,1839.69,10
1360,2024-06-10,3,5,8,2625.65,4388.17,20
1361,2024-08-25,2,7,3,291.72,597.74,8
1362,2024-02-05,4,6,2,257.5,436.4,1
1363,2024-11-25,4,8,6,295.62,469.18,1
1364,2025-08-30,2,2,4,309.94,597.55,18
1365,2025-07-23,8,5,4,40.51,97.33,7
1366,2025-04-10,5,1,5,149.21,333.46,2
1367,2024-05-07,1,7,5,1127.02,1786.94,9
1368,2025-10-23,5,3,7,138.14,336.28,12
1369,2024-12-18,6,6,4,326.7,482.39,14
1370,2025-11-05,8,6,3,43.78,99.72,17
1371,2024-08-13,9,5,8,888.42,1376.18,19
1372,2025-11-19,6,3,2,287.66,468.01,19
1373,2024-08-29,6,6,9,285.97,464.46,15
1374,2025-11-28,3,5,2,2652.23,4235.2,10
1375,2025-11-03,6,2,8,289.67,463.71,14
1376,2024-05-13,1,1,1,1183.35,1778.08,1
1377,2025-09-05,9,8,8,848.97,1360.25,2
1378,2025-02-15,7,9,7,87.07,194.47,6
1379,2025-08-15,8,2,5,49.28,97.15,8
1380,2024-11-10,9,7,3,830.01,1407.43,17
1381,2025-02-03,8,5,5,48.53,93.29,13
1382,2025-09-19,1,5,1,1134.49,1866.5,20
1383,2024-09-24,9,2,7,865.47,1348.65,3
1384,2025-07-16,6,8,1,328.62,475.85,17
1385,2024-08-27,2,6,6,294.43,600.19,12
1386,2024-09-23,4,2,4,269.25,453.08,14
1387,2024-07-29,4,3,6,257.85,470.3,8
1388,2024-05-08,8,5,4,42.67,99.52,19
1389,2025-01-14,1,7,6,1215.37,1831.41,9
1390,2024-07-15,5,9,9,162.67,362.78,8
1391,2025-03-25,4,7,4,259.84,466.22,4
1392,2025-10-04,6,3,7,324.91,463.21,11
1393,2025-05-29,6,3,1,274.94,476.1,16
1394,2025-05-03,9,9,9,902.83,1382.25,6
1395,2024-04-01,7,9,2,72.65,198.17,12
1396,2024-09-26,4,4,6,253.73,435.87,19
1397,2024-03-11,5,1,7,151.81,344.18,14
1398,2024-04-25,5,4,1,147.35,352.2,5
1399,2024-01-18,3,8,4,2733.62,4276.19,17
1400,2025-11-17,8,2,2,49.44,95.22,15
1401,2024-04-09,6,8,2,295.17,468.56,9
1402,2024-06-22,8,4,5,43.67,92.81,4
1403,2024-04-23,8,4,9,42.62,91.04,6
1404,2024-08-09,2,1,2,319.51,571.38,6
1405,2025-01-25,2,5,1,347.75,587.29,12
1406,2025-12-09,2,4,4,322.27,579.65,16
1407,2024-07-26,9,9,9,895.27,1397.07,1
1408,2024-01-08,9,3,4,806.25,1356.34,2
1409,2025-05-04,5,3,3,141.08,355.16,13
1410,2025-02-16,4,7,7,286.01,463.0,12
1411,2024-01-26,1,2,8,1174.83,1879.07,9
1412,2025-12-04,3,3,3,2327.02,4408.16,8
1413,2025-08-12,6,7,6,280.78,467.02,1
1414,2024-12-03,9,7,9,844.8,1406.3,6
1415,2025-01-15,3,6,2,2362.48,4268.09,19
1416,2024-11-09,9,3,4,901.46,1349.65,12
1417,2025-11-05,7,4,2,86.5,198.48,17
1418,2024-04-30,7,9,9,83.7,197.46,6
1419,2025-06-12,4,6,2,285.75,446.06,15
1420,2025-07-08,5,6,2,136.91,341.17,18
1421,2024-12-30,4,5,4,257.29,464.23,20
1422,2024-07-18,9,5,5,874.56,1463.68,11
1423,2024-02-20,3,6,4,2556.77,4375.5,17
1424,2025-11-09,2,2,8,339.42,555.71,8
1425,2025-01-14,6,5,9,318.38,480.26,2
1426,2025-01-23,2,1,8,319.61,565.07,9
1427,2024-07-22,9,4,3,807.42,1378.18,2
1428,2024-10-03,4,2,3,278.17,453.19,19
1429,2024-05-10,3,9,4,2568.56,4345.11,16
1430,2024-03-16,2,9,6,313.22,560.89,19
1431,2024-07-25,5,6,4,156.76,356.87,16
1432,2024-11-26,6,2,9,276.92,500.83,1
1433,2024-11-01,5,4,5,135.61,346.79,2
1434,2025-08-05,9,6,1,927.55,1365.74,7
1435,2025-11-04,9,6,6,841.95,1465.03,8
1436,2024-05-10,8,7,6,42.69,97.55,18
1437,2025-08-01,1,5,2,1293.4,1870.6,19
1438,2025-12-21,1,7,4,1253.52,1851.11,19
1439,2024-05-20,9,7,5,850.14,1452.16,10
1440,2025-09-21,2,8,5,338.89,597.19,11
1441,2025-05-25,9,2,6,902.12,1398.01,6
1442,2025-11-18,9,2,5,894.5,1417.92,17
1443,2024-05-17,6,2,8,294.06,478.14,6
1444,2025-08-17,1,9,8,1231.08,1832.39,2
1445,2024-10-21,2,5,5,347.2,606.17,13
1446,2024-07-29,6,6,6,286.47,460.05,18
1447,2025-03-31,8,9,2,45.0,96.36,5
1448,2024-09-27,7,6,8,76.38,192.33,10
1449,2025-03-07,9,1,3,923.31,1363.44,9
1450,2024-05-06,7,3,6,82.31,192.37,6
1451,2024-12-19,1,8,6,1156.23,1806.66,9
1452,2025-03-30,2,1,1,293.57,560.89,7
1453,2025-05-29,8,8,5,42.77,94.36,1
1454,2024-01-13,6,7,2,297.31,458.42,5
1455,2025-07-30,7,1,3,81.47,186.96,10
1456,2025-04-08,2,6,8,348.99,606.48,17
1457,2025-08-08,2,3,7,339.51,582.25,12
1458,2025-07-04,4,4,6,273.42,444.87,6
1459,2025-12-30,8,7,1,40.74,97.07,11
1460,2025-11-30,2,4,7,343.83,566.7,17
1461,2024-02-06,5,8,3,141.63,347.69,10
1462,2024-06-08,9,7,9,889.03,1373.31,9
1463,2025-06-15,6,2,7,306.5,484.3,8
1464,2024-05-09,8,7,4,45.71,96.77,7
1465,2024-06-09,7,6,3,75.91,195.25,16
1466,2024-06-15,3,9,3,2658.4,4031.32,9
1467,2025-04-19,2,2,9,318.44,605.36,20
1468,2024-09-22,5,4,4,154.88,365.07,8
1469,2025-09-03,7,3,2,83.22,198.2,7
1470,2025-02-02,4,6,1,262.03,471.47,18
1471,2025-12-25,4,6,1,302.71,443.77,9
1472,2025-05-21,9,9,1,772.76,1455.49,12
1473,2024-07-08,8,7,6,45.18,92.82,8
1474,2025-08-19,7,1,4,83.88,189.92,6
1475,2025-07-14,5,9,2,153.19,337.36,14
1476,2024-08-05,8,4,6,48.96,96.25,19
1477,2024-09-10,7,2,4,73.03,185.95,14
1478,2024-03-28,2,5,7,321.44,604.11,14
1479,2024-08-17,4,5,5,294.35,464.69,8
1480,2025-09-01,3,7,2,2450.88,4151.97,6
1481,2024-11-15,5,9,6,139.23,335.92,8
1482,2025-03-20,8,2,1,46.44,97.16,20
1483,2025-04-15,7,5,4,84.42,194.47,14
1484,2024-08-18,2,9,6,289.57,562.68,9
1485,2024-05-23,9,9,5,898.69,1445.64,8
1486,2024-12-06,6,7,8,291.79,471.73,16
1487,2024-03-29,8,4,2,44.83,93.23,6
1488,2024-06-29,8,8,6,43.46,93.27,19
1489,2024-08-06,3,6,7,2570.85,4231.52,14
1490,2024-07-19,1,8,5,1302.58,1899.12,9
1491,2025-06-28,6,4,5,328.22,484.62,7
1492,2025-06-03,9,8,2,782.82,1422.54,19
1493,2025-01-15,4,4,2,297.17,469.51,11
1494,2025-08-31,3,6,9,2260.32,4063.45,5
1495,2025-12-11,3,1,4,2747.05,4078.72,6
1496,2025-09-04,1,2,5,1140.85,1919.61,3
1497,2024-01-17,2,4,1,331.2,603.19,20
1498,2025-08-20,2,6,2,310.96,553.84,1
1499,2025-07-05,8,9,9,43.34,97.34,12
1500,2025-09-09,8,3,8,43.94,98.24,17
1501,2025-05-13,9,2,8,797.88,1444.42,17
1502,2025-04-17,5,7,1,137.13,345.13,2
1503,2024-05-18,8,4,1,42.64,97.89,9
1504,2024-03-31,5,8,7,140.43,359.71,19
1505,2025-01-04,1,6,8,1162.06,1885.32,7
1506,2024-11-05,4,4,2,255.16,456.19,4
1507,2024-08-01,6,7,7,303.28,473.31,20
1508,2025-04-24,6,1,6,284.82,502.66,6
1509,2024-11-27,6,2,7,290.62,465.54,19
1510,2025-03-05,2,8,2,326.76,569.62,8
1511,2025-11-14,4,5,2,287.21,463.26,3
1512,2025-02-23,2,1,2,292.33,582.89,8
1513,2025-07-15,4,2,6,276.04,449.8,14
1514,2024-10-22,5,3,9,135.75,356.03,13
1515,2025-05-03,9,9,8,878.17,1408.74,2
1516,2024-08-12,8,1,9,43.63,96.65,10
1517,2024-09-22,3,7,2,2428.4,4110.34,10
1518,2024-09-04,2,5,3,347.9,573.58,7
1519,2024-11-27,8,2,7,42.93,91.9,19
1520,2025-04-27,9,8,1,835.1,1440.64,5
1521,2024-08-09,4,6,8,302.89,448.65,9
1522,2024-11-05,4,4,3,284.69,449.8,17
1523,2024-08-30,9,1,9,857.75,1442.1,5
