ID Venda,Data da Venda,ID Produto,ID Cliente,ID Vendedor,Custo Unitário,Valor Unitário,Quantidade
1224,2026-06-01,1,4,4,15.79,11.95,87
1225,2025-06-01,1,6,6,1.83,10.02,33
1226,2024-06-04,1,4,4,14.08,11.95,60
1227,2025-06-04,1,3,3,2.65,11.95,17
1228,2026-06-04,1,2,2,34.99,10.02,99
1229,2026-06-04,1,1,1,3.88,10.02,64
1230,2026-06-06,1,3,3,24.35,11.95,106
1231,2024-06-07,1,5,5,12.76,10.02,18
1232,2026-06-07,1,6,6,7.28,10.02,54
1233,2024-06-09,1,8,8,4.72,10.02,105
1234,2026-06-08,1,5,5,7.00,10.02,66
1235,2024-06-10,1,4,4,12.42,11.95,91
1236,2025-06-10,1,5,5,8.55,10.02,35
1237,2025-06-10,1,7,7,2.71,10.02,18
1238,2024-06-11,1,6,6,10.54,10.02,51
1239,2024-06-13,1,9,9,9.42,8.35,45
1240,2026-06-12,1,9,9,12.63,8.35,77
1241,2025-06-13,1,9,9,17.8,8.35,13
1242,2026-06-14,1,5,5,2.48,10.02,54
1243,2024-06-15,1,7,7,9.89,10.02,79
1244,2025-06-15,1,5,5,5.6,10.02,43
1245,2025-06-15,1,1,1,4.74,10.02,79
1246,2026-06-19,1,3,3,19.11,11.95,47
1247,2024-06-20,1,8,8,10.05,10.02,112
1248,2026-06-20,1,7,7,3.48,10.02,42
1249,2024-06-21,1,6,6,5.78,10.02,74
1250,2026-06-20,1,9,9,2.14,8.35,67
1251,2025-06-20,1,1,1,16.08,10.02,64
1252,2024-06-22,1,1,1,4.59,10.02,51
1253,2025-06-23,1,8,8,23.32,10.02,32
1254,2025-06-24,1,8,8,21.23,10.02,46
1255,2025-06-25,1,8,8,10.93,10.02,14
1256,2026-06-25,1,9,9,25.47,8.35,82
1257,2026-06-25,1,9,9,11.63,8.35,19
1258,2026-06-26,1,3,3,8.72,11.95,70
1259,2025-06-26,1,5,5,19.71,10.02,70
1260,2025-06-29,1,2,2,40.33,10.02,37
1261,2026-06-29,1,7,7,7.57,10.02,68
1262,2025-06-29,1,5,5,9.22,10.02,105
1263,2024-06-30,1,2,2,2.42,10.02,109
1264,2026-06-30,1,6,6,23.94,10.02,36
1265,2024-07-02,1,5,5,7.5,10.02,82
1266,2024-07-08,1,2,2,20.2,10.02,66
1267,2024-07-08,1,3,3,3.88,11.95,13
1268,2025-07-09,1,8,8,9.42,10.02,67
1269,2024-07-11,1,3,3,2.3,11.95,108
1270,2024-07-13,1,7,7,4.31,10.02,49
1271,2026-07-13,1,6,6,4.17,10.02,95
1272,2026-07-14,1,2,2,10.94,10.02,26
1273,2026-07-17,1,8,8,6.08,10.02,25
1274,2025-07-19,1,1,1,7.87,10.02,58
1275,2025-07-19,1,6,6,10.09,10.02,16
1276,2025-07-20,1,7,7,4.96,10.02,109
1277,2025-07-21,1,1,1,1.55,10.02,103
1278,2025-07-22,1,3,3,8.13,11.95,31
1279,2024-07-23,1,1,1,9.05,10.02,13
1280,2024-07-24,1,7,7,13.94,10.02,57
1281,2025-07-24,1,4,4,3.37,11.95,14
1282,2025-07-24,1,7,7,6.22,10.02,75
1283,2025-07-26,1,8,8,3.24,10.02,67
1284,2025-07-26,1,6,6,3.64,10.02,50
1285,2025-07-26,1,2,2,10.8,10.02,16
1286,2024-07-28,1,2,2,3.36,10.02,45
1287,2025-07-27,1,5,5,21.46,10.02,102
1288,2026-07-27,1,8,8,4.08,10.02,62
1289,2025-07-28,1,6,6,8.06,10.02,42
1290,2025-07-28,1,2,2,11.49,10.02,20
1291,2025-07-29,1,1,1,12.31,10.02,21
1292,2024-07-30,1,2,2,12.45,10.02,89
1293,2024-08-01,1,8,8,13.72,10.02,52
1294,2024-08-01,1,2,2,8.83,10.02,22
1295,2025-08-01,1,2,2,1.86,10.02,100
1296,2025-08-01,1,8,8,16.94,10.02,76
1297,2025-08-02,1,8,8,14.01,10.02,111
1298,2025-08-02,1,4,4,11.54,11.95,20
1299,2024-08-05,1,3,3,2.34,11.95,52
1300,2025-08-05,1,7,7,7.3,10.02,57
1301,2025-08-07,1,4,4,4.28,11.95,19
1302,2024-08-08,1,3,3,5.69,11.95,18
1303,2024-08-09,1,5,5,13.94,10.02,112
1304,2024-08-09,1,3,3,1.51,11.95,96
1305,2026-08-09,1,6,6,6.66,10.02,45
1306,2025-08-10,1,6,6,10.11,10.02,47
1307,2026-08-11,1,7,7,11.54,10.02,61
1308,2026-08-12,1,2,2,10.4,10.02,38
1309,2026-08-12,1,2,2,12.38,10.02,81
1310,2025-08-13,1,6,6,3.11,10.02,57
1311,2025-08-13,1,6,6,8.9,10.02,111
1312,2026-08-15,1,2,2,6.81,10.02,63
1313,2024-08-17,1,7,7,19.08,10.02,50
1314,2026-08-18,1,2,2,21.34,10.02,105
1315,2024-08-20,1,8,8,6.8,10.02,57
1316,2026-08-19,1,9,9,2.32,8.35,86
1317,2024-08-20,1,7,7,21.25,10.02,71
1318,2025-08-19,1,8,8,3.51,10.02,20
1319,2025-08-19,1,5,5,7.34,10.02,16
1320,2026-08-19,1,9,9,2.87,8.35,30
1321,2025-08-20,1,7,7,8.87,10.02,87
1322,2024-08-21,1,4,4,6.58,11.95,65
1323,2024-08-22,1,2,2,9.48,10.02,62
1324,2025-08-22,1,2,2,3.95,10.02,84
1325,2024-08-23,1,6,6,2.09,10.02,44
1326,2026-08-23,1,5,5,3.11,10.02,18
1327,2025-08-25,1,6,6,20.03,10.02,59
1328,2025-08-25,1,5,5,5.21,10.02,112
1329,2026-08-25,1,5,5,4.1,10.02,10
1330,2025-08-26,1,2,2,30.12,10.02,14
1331,2026-08-26,1,4,4,20.23,11.95,58
1332,2025-08-27,1,6,6,3.26,10.02,53
1333,2025-08-29,1,7,7,3.39,10.02,86
1334,2026-08-29,1,7,7,2.22,10.02,109
1335,2025-08-30,1,8,8,11.52,10.02,24
1336,2025-08-31,1,4,4,5.21,11.95,29
1337,2025-08-31,1,8,8,5.49,10.02,66
1338,2024-09-01,1,9,9,2.25,8.35,57
1339,2026-08-31,1,4,4,13.33,11.95,16
1340,2025-09-01,1,9,9,11.21,8.35,58
1341,2024-09-02,1,5,5,10.27,10.02,82
1342,2026-09-02,1,2,2,9.82,10.02,66
1343,2025-09-03,1,2,2,5.19,10.02,31
1344,2024-09-06,1,7,7,24.98,10.02,70
1345,2024-09-07,1,5,5,3.51,10.02,52
1346,2024-09-11,1,9,9,9.31,8.35,45
1347,2026-09-10,1,8,8,2.22,10.02,96
1348,2026-09-10,1,3,3,4.51,11.95,95
1349,2025-09-11,1,9,9,7.00,8.35,65
1350,2026-09-11,1,2,2,9.88,10.02,38
1351,2025-09-12,1,7,7,6.64,10.02,39
1352,2025-09-12,1,6,6,6.43,10.02,67
1353,2024-09-13,1,1,1,7.63,10.02,50
1354,2026-09-13,1,9,9,2.16,8.35,22
1355,2024-09-14,1,3,3,10.81,11.95,52
1356,2025-09-13,1,9,9,3.04,8.35,76
1357,2024-09-15,1,8,8,18.3,10.02,58
1358,2024-09-15,1,1,1,9.42,10.02,17
1359,2024-09-17,1,2,2,4.81,10.02,88
1360,2025-09-19,1,5,5,15.48,10.02,43
1361,2025-09-21,1,8,8,10.56,10.02,40
1362,2026-09-22,1,6,6,2.82,10.02,75
1363,2025-09-23,1,7,7,2.94,10.02,19
1364,2025-09-23,1,9,9,4.48,8.35,88
1365,2024-09-25,1,8,8,12.88,10.02,58
1366,2024-09-25,1,1,1,3.91,10.02,42
1367,2025-09-25,1,1,1,5.78,10.02,43
1368,2024-09-30,1,3,3,5.1,11.95,10
1369,2026-09-30,1,1,1,4.88,10.02,41
1370,2026-09-30,1,8,8,2.39,10.02,14
1371,2024-10-02,1,3,3,5.57,11.95,19
1372,2025-10-01,1,4,4,15.81,11.95,51
1373,2026-10-03,1,3,3,7.25,11.95,35
1374,2025-10-03,1,9,9,8.92,8.35,40
1375,2025-10-06,1,7,7,2.07,10.02,61
1376,2024-10-08,1,2,2,5.16,10.02,53
1377,2024-10-08,1,9,9,36.92,8.35,92
1378,2025-10-07,1,2,2,2.59,10.02,109
1379,2024-10-08,1,9,9,26.1,8.35,25
1380,2024-10-08,1,3,3,16.35,11.95,54
1381,2026-10-07,1,7,7,3.39,10.02,100
1382,2026-10-08,1,5,5,9.15,10.02,20
1383,2025-10-08,1,7,7,11.28,10.02,13
1384,2025-10-09,1,7,7,14.38,10.02,58
1385,2024-10-10,1,2,2,3.88,10.02,49
1386,2024-10-11,1,9,9,10.78,8.35,46
1387,2024-10-11,1,9,9,13.35,8.35,62
1388,2025-10-11,1,2,2,8.17,10.02,10
1389,2025-10-12,1,6,6,12.54,10.02,16
1390,2024-10-13,1,5,5,3.88,10.02,73
1391,2025-10-12,1,6,6,15.63,10.02,21
1392,2026-10-14,1,3,3,6.07,11.95,90
1393,2026-10-16,1,2,2,3.42,10.02,52
1394,2024-10-17,1,4,4,8.87,11.95,13
1395,2026-10-17,1,6,6,7.64,10.02,109
1396,2026-10-17,1,4,4,9.63,11.95,44
1397,2024-10-19,1,1,1,4.66,10.02,29
1398,2026-10-19,1,1,1,13.46,10.02,66
1399,2024-10-20,1,2,2,10.92,10.02,37
1400,2024-10-21,1,2,2,4.2,10.02,59
1401,2025-10-21,1,1,1,4.67,10.02,42
1402,2025-10-21,1,4,4,6.66,11.95,57
1403,2024-10-23,1,7,7,14.61,10.02,108
1404,2024-10-24,1,6,6,3.69,10.02,10
1405,2024-10-25,1,8,8,9.6,10.02,103
1406,2025-10-26,1,7,7,5.43,10.02,67
1407,2024-10-29,1,5,5,6.48,10.02,110
1408,2024-10-29,1,9,9,1.88,8.35,63
1409,2026-10-28,1,5,5,3.9,10.02,23
1410,2025-10-31,1,5,5,2.61,10.02,82
1411,2024-11-02,1,5,5,13.07,10.02,13
1412,2025-11-02,1,3,3,4.11,11.95,65
1413,2026-11-03,1,4,4,13.04,11.95,62
1414,2025-11-03,1,1,1,2.56,10.02,43
1415,2025-11-04,1,6,6,14.7,10.02,111
1416,2025-11-04,1,4,4,9.48,11.95,27
1417,2026-11-05,1,1,1,8.64,10.02,51
1418,2025-11-06,1,4,4,4.64,11.95,103
1419,2026-11-06,1,6,6,15.85,10.02,24
1420,2024-11-09,1,3,3,4.57,11.95,63
1421,2025-11-09,1,9,9,2.56,8.35,40
1422,2026-11-09,1,4,4,16.67,11.95,62
1423,2026-11-11,1,5,5,12.86,10.02,114
1424,2026-11-11,1,3,3,12.17,11.95,12
1425,2025-11-11,1,2,2,10.1,10.02,55
1426,2025-11-12,1,2,2,10.31,10.02,101
1427,2026-11-12,1,4,4,6.22,11.95,100
1428,2024-11-14,1,1,1,2.24,10.02,82
1429,2026-11-15,1,8,8,28.09,10.02,63
1430,2026-11-15,1,7,7,9.17,10.02,53
1431,2024-11-17,1,7,7,4.53,10.02,66
1432,2025-11-16,1,6,6,11.73,10.02,47
1433,2025-11-17,1,2,2,9.26,10.02,15
1434,2024-11-18,1,6,6,8.4,10.02,111
1435,2024-11-19,1,5,5,7.91,10.02,27
1436,2025-11-18,1,1,1,4.42,10.02,94
1437,2024-11-20,1,9,9,4.76,8.35,37
1438,2025-11-19,1,4,4,18.64,11.95,41
1439,2025-11-19,1,2,2,6.35,10.02,96
1440,2026-11-19,1,5,5,2.92,10.02,15
1441,2026-11-19,1,8,8,12.38,10.02,43
1442,2025-11-20,1,8,8,6.9,10.02,62
1443,2024-11-22,1,3,3,6.58,11.95,85
1444,2024-11-24,1,7,7,11.76,10.02,22
1445,2026-11-23,1,6,6,18.82,10.02,111
1446,2024-11-24,1,8,8,12.92,10.02,12
1447,2024-11-24,1,6,6,9.1,10.02,70
1448,2024-11-24,1,1,1,11.6,10.02,33
1449,2025-11-24,1,6,6,6.59,10.02,65
1450,2024-11-27,1,9,9,3.94,8.35,45
1451,2024-11-28,1,2,2,7.13,10.02,66
1452,2025-11-28,1,6,6,6.85,10.02,19
1453,2024-12-03,1,8,8,4.34,10.02,79
1454,2025-12-04,1,1,1,13.23,10.02,103
1455,2024-12-05,1,6,6,2.38,10.02,81
1456,2024-12-05,1,4,4,2.59,11.95,88
1457,2025-12-05,1,6,6,18.43,10.02,17
1458,2024-12-06,1,7,7,10.21,10.02,96
1459,2025-12-06,1,4,4,5.17,11.95,80
1460,2025-12-07,1,7,7,12.58,10.02,103
1461,2024-12-09,1,2,2,13.44,10.02,29
1462,2026-12-09,1,1,1,2.15,10.02,56
1463,2025-12-09,1,3,3,32.85,11.95,31
1464,2024-12-13,1,6,6,15.67,10.02,97
1465,2024-12-15,1,1,1,18.13,10.02,71
1466,2025-12-15,1,7,7,29.21,10.02,68
1467,2024-12-17,1,4,4,21.55,11.95,31
1468,2024-12-18,1,5,5,5.92,10.02,13
1469,2026-12-17,1,9,9,6.95,8.35,47
1470,2025-12-17,1,6,6,3.79,10.02,43
1471,2024-12-18,1,8,8,34.06,10.02,66
1472,2025-12-19,1,5,5,2.86,10.02,79
1473,2026-12-20,1,9,9,4.59,8.35,87
1474,2026-12-20,1,7,7,25.21,10.02,30
1475,2025-12-21,1,2,2,14.35,10.02,80
1476,2026-12-21,1,6,6,9.59,10.02,86
1477,2026-12-22,1,3,3,3.63,11.95,18
1478,2025-12-23,1,5,5,6.18,10.02,106
1479,2024-12-24,1,1,1,6.08,10.02,70
1480,2024-12-24,1,5,5,4.44,10.02,103
1481,2025-12-24,1,8,8,33.31,10.02,31
1482,2024-12-25,1,2,2,1.81,10.02,115
1483,2024-12-26,1,5,5,16.12,10.02,71
1484,2026-12-27,1,5,5,16.52,10.02,72
1485,2024-12-28,1,7,7,5.5,10.02,16
1486,2025-12-27,1,6,6,2.53,10.02,80
1487,2024-12-30,1,6,6,9.46,10.02,74
1488,2024-12-31,1,1,1,6.39,10.02,49
1489,2024-12-31,1,7,7,3.63,10.02,31
1490,2025-12-31,2,6,6,2.93,2.14,63
1491,2024-01-01,2,2,2,1.01,2.04,82
1492,2024-01-01,2,5,5,0.92,1.6,90
1493,2025-12-31,2,2,2,4.11,1.52,37
1494,2025-01-02,2,7,7,0.39,2.11,75
1495,2024-01-02,2,5,5,1.13,2.04,23
1496,2026-01-01,2,4,4,1.87,2.62,56
1497,2025-01-03,2,7,7,2.02,1.63,47
1498,2025-01-03,2,7,7,0.94,2.00,39
1499,2026-01-02,2,5,5,0.52,1.68,44
1500,2024-01-03,2,8,8,1.69,1.78,62
1501,2024-01-03,2,1,1,2.76,1.88,38
1502,2024-01-03,2,8,8,0.58,1.64,12
1503,2024-01-04,2,3,3,1.1,2.16,58
1504,2024-01-04,2,8,8,0.75,1.68,86
1505,2026-01-04,2,5,5,0.52,2.04,26
1506,2026-01-04,2,5,5,1.91,2.09,96
1507,2024-01-05,2,4,4,2.52,2.72,48
1508,2024-01-07,2,9,9,1.08,1.45,101
1509,2024-01-07,2,2,2,0.8,1.57,82
1510,2026-01-06,2,2,2,1.71,1.76,15
1511,2025-01-08,2,5,5,1.41,1.34,54
1512,2025-01-08,2,1,1,0.68,1.72,103
1513,2025-01-10,2,5,5,1.35,1.82,16
1514,2025-01-10,2,2,2,0.53,1.87,54
1515,2024-01-10,2,1,1,0.3,1.79,35
1516,2024-01-10,2,3,3,0.55,2.22,30
1517,2024-01-11,2,9,9,2.31,1.47,95
1518,2025-01-11,2,9,9,2.15,1.22,91
1519,2025-01-12,2,2,2,0.49,1.94,65
1520,2024-01-12,2,4,4,0.8,2.7,65
1521,2025-01-12,2,4,4,0.28,1.9,56
1522,2025-01-12,2,4,4,1.89,2.38,53
1523,2024-01-13,2,5,5,2.03,2.02,18
1524,2026-01-12,2,8,8,3.38,1.24,91
1525,2024-01-13,2,2,2,0.78,1.72,28
1526,2025-01-15,2,8,8,1.48,1.91,108
1527,2024-01-15,2,5,5,1.2,1.87,98
1528,2024-01-15,2,7,7,0.38,1.62,55
1529,2026-01-15,2,4,4,3.09,1.97,29
1530,2026-01-15,2,3,3,2.51,2.62,22
1531,2024-01-16,2,4,4,1.84,2.14,23
1532,2025-01-16,2,8,8,0.84,1.37,74
1533,2025-01-16,2,3,3,1.14,2.33,81
1534,2026-01-15,2,8,8,3.45,1.33,88
